restaurant_id,best_restaurant,avg_total_score,avg_taste_score,avg_service_score,avg_mood_score,num_of_reviews,num_of_collections,category_name
Swm44LlPc79EQI0oxnxxRA,0,4.58000,4.90000,4.50000,4.40000,10,0,곱창 막창
swoJrvWG4--QqBbo33eRBQ,0,4.61111,4.61325,4.63034,4.63462,234,5,한우오마카세
SwRQlromiSo5f7EJiHPE9Q,0,4.77900,4.76850,4.84010,4.79952,419,20,스시오마카세
SWw_aKKHLVBtRwOS7Vp50g,0,5.00000,5.00000,5.00000,5.00000,2,0,한식
SxcHcj6IiYbVzrnmhje2Og,0,3.30000,2.00000,4.00000,4.00000,1,0,일식
SxQ4GQ7o2joIY2SMJMHNIA,0,4.75114,4.87500,4.71591,4.72727,88,3,한식
sXqv1QQlybrd2HPKgndbmA,0,4.62743,4.53797,4.70253,4.73207,237,14,다이닝바
sY687hjTHVkmLV1D7mdrBA,0,4.93281,4.95013,4.95276,4.94094,762,42,스시오마카세
Syb5nFrMNjEtGSjrsFYnrg,0,4.89262,4.92623,4.87705,4.93443,122,5,이자카야
SYDn2PrhMq-etfJ9-J7HWA,0,4.80968,4.85484,4.83871,4.79032,62,8,이자카야
SyJMVWtNaRXCESjQ-riYSw,0,4.74619,4.76233,4.83857,4.73991,446,57,일식
syKtBPwMTv9IZA1qWczOzA,0,4.64125,4.70627,4.60361,4.70817,526,37,소고기구이
sYNrHBTaeVxFmL16lqBEiQ,0,4.67857,4.85714,4.57143,4.71429,14,0,이탈리아음식
SyqJ54q2N0Bkmdy8vj7MAA,0,4.97059,5.00000,5.00000,5.00000,17,2,와인
SyVtiFDBviFd_FA2GD_DEg,0,5.00000,5.00000,5.00000,5.00000,3,1,한식
SZBgbRL8e7Y8dLntMQiWog,0,4.03045,4.25455,3.80909,4.20455,220,1,중식
szbPkUm_TlizT9gaG0uuFQ,0,4.66304,4.63043,4.71739,4.71739,46,1,곱창 막창
SzIOCuL1pRVZ_YtsNqq19Q,0,4.94151,4.92453,4.98113,4.94340,106,7,컨템포러리
szkeNzGsMfklAhXog8ghKA,0,4.64021,4.75661,4.55026,4.68783,189,1,한식
SZRNy315xtbRMofpcffGSA,1,4.76336,4.80469,4.82188,4.72031,1280,1202,컨템포러리
szU66hoYBp988tCjMKnh8Q,0,4.25769,4.34615,4.42308,4.19231,26,1,돼지고기구이
SzvpxI0P3fqLmi-WO5wtjg,0,4.02857,4.00000,4.14286,4.14286,7,3,칵테일 위스키
SzyXwA2Lump2iLoefcs2Sw,0,4.92857,4.85714,4.95238,5.00000,21,8,칵테일 위스키
SZZMpHEPO0BdJ1V1fRiQrA,0,4.88333,5.00000,4.83333,4.83333,6,0,멕시코음식
t_IaOvMOCts_7BLU8mHbSw,0,3.56667,4.00000,3.33333,3.44444,9,0,육류 고기요리
T-1Al5HIT5TanbdcPhFbfw,0,4.75667,4.80000,4.73333,4.83333,30,1,스시 초밥
T-bSUI1KLGRp8kubxD8A8A,0,4.93158,4.94737,5.00000,4.84211,19,0,와인
t-c6hlCa5lNxY3WMy3ybBg,0,4.10413,4.14050,4.07438,4.20661,121,6,이탈리아음식
t-cteTBPO3ueqTMJ5w1uIg,0,4.88150,4.88642,4.91452,4.87002,427,6,스시오마카세
T-lk5z9m9fcxMz9D9I0fxA,0,4.62500,4.58333,4.75000,4.58333,12,8,회 사시미
t-VaVyctLheF6_YRLlpbAQ,0,4.34444,4.33333,4.33333,4.44444,9,0,칵테일 위스키
T09fROsDfuYIB2wgPNosww,0,4.75487,4.84103,4.72821,4.81026,195,11,이자카야
T0c0iIUL4nAf54PgvBc29w,0,4.40000,4.55556,4.55556,4.44444,9,5,칵테일 위스키
t0IUjBl5MuU9xz4LI5dAkw,0,4.43636,4.63636,4.72727,4.18182,11,2,해물 생선요리
T0vg7go2Va1pzwvhaypfAw,0,4.85846,4.86154,4.92308,4.87692,65,8,한우오마카세
t0XgWo_3xI4jDot_kztmBQ,0,4.56343,4.63060,4.59328,4.54104,134,3,소고기구이
t1tO_ChSpgCDFIbjj-G3hw,0,4.76364,4.90909,4.81818,4.63636,11,8,일식
T2_upDVZGd4QblkmBY9V4A,1,4.37399,4.31196,4.40509,4.48906,1965,890,게  랍스터
t2cqH6Z6u0XdeDncNT0PJQ,0,5.00000,5.00000,5.00000,5.00000,1,0,양식
t2i7D-r-3lkCM94oxpjCcA,0,4.67717,4.84783,4.77174,4.50000,92,9,장어요리
t2jElq5YZq2UrKyA6pEYxA,0,4.79636,4.83636,4.89091,4.70909,55,4,돼지고기구이
t3qAguuh0UkJeouzl-6yvQ,0,4.90000,5.00000,4.83333,4.91667,12,1,한식
T3zxV2O-V3v_0Sn6uZhUCA,0,4.20130,4.19481,4.11688,4.42857,77,3,이탈리아음식
T46xFrdlBEOucmd-zZdWFg,0,4.32429,4.39286,4.20714,4.48571,140,5,브런치
T4cQvdDcikNAhCm6B9aUKQ,0,4.77442,4.77562,4.81136,4.78832,1259,8,스시오마카세
T4FuoWEAwDLprgMQWyeMMg,0,4.60851,4.69149,4.62766,4.62766,47,2,양고기
t4g7M2-4JOXwXQaNNBZxmQ,0,4.72609,4.82609,4.73913,4.60870,23,1,양고기
T4JI3hAMKw1VMzdEcUVs6Q,0,4.74190,4.81844,4.73464,4.75698,179,23,다이닝바
t5-MUUi0wanCzb1jlkTCwA,0,4.20815,4.17391,4.21739,4.35326,184,0,일식
T5B8KidAmUb0ebn0EjAprQ,0,4.98462,5.00000,5.00000,5.00000,13,2,와인
t5qM0wRPnF1MgR18ti-B8A,0,4.86667,5.00000,4.83333,4.83333,6,0,일식
t5VedfQShwDWL3TirSW42A,0,4.53000,4.70000,4.40000,4.63333,30,2,돼지고기구이
T5ZIbJEH9P0yjHhHkzG3Gw,0,4.75000,4.77083,4.77083,4.72917,24,1,파스타
T6FrSavap3on_Ibz6PSnjQ,0,4.96667,4.96899,4.98450,4.97674,129,3,이자카야
t6n39M9nQvYZNiRNiJhgDQ,0,4.88131,4.87850,4.97196,4.85981,107,14,와인
t7h5qzdLsQpF6Urdi1rmeg,0,4.72948,4.75061,4.78256,4.72604,407,35,스시오마카세
ta8NCFIg8pcz9oPkD47DYA,0,4.78114,4.76335,4.82028,4.78826,281,6,육류 고기요리
TADcKe2jCuq4wEsh-pELHA,0,4.48750,4.75000,4.12500,4.62500,8,1,이자카야
TAet4Go1b-I5MieDH1XVWA,0,4.42500,4.50000,4.50000,4.37500,8,0,해물 생선요리
TAjX_HZ3mrXU-UMugnOxCQ,0,4.84783,4.86957,4.91304,4.78261,23,1,회 사시미
TB44PHkYmChGTaihwUJIgA,0,4.95385,4.92308,5.00000,4.92308,13,2,다이닝바
TbCttnuEn9qO8WR47ArbTQ,0,4.83212,4.82056,4.85148,4.89046,744,21,스시오마카세
TbdK1FsCxFog90krTMWvww,0,4.69634,4.73171,4.60976,4.84146,82,7,코스요리
TbhGoktjkC53nx6tL0Kr3Q,0,4.76667,4.78788,4.90909,4.78788,33,5,와인
tBO01A0zqlCZRl1Of06BpA,0,5.00000,5.00000,5.00000,5.00000,15,1,와인
tbrUZDo3i1UuUpkmk_DHvw,0,4.47619,4.76190,4.66667,4.14286,21,0,돼지고기구이
TByk8lTkFIhxBdLp6O2FAQ,0,4.22813,4.25000,4.21875,4.28125,32,0,복어요리
TBzdVzGytduPJ9wWYBntSg,0,4.61196,4.63787,4.64120,4.63455,301,19,한우오마카세
tBZvjLqtBBSmNL56_OptMg,0,4.70843,4.84940,4.66265,4.74699,166,20,이탈리아음식
TC2dRUUf6Mkp4eeRAZ3Fqg,0,4.65528,4.62195,4.67886,4.74390,123,5,아메리칸음식
tCBUkuIURrqwkdhoVSoMRw,0,4.71568,4.73305,4.70339,4.75847,236,23,한우오마카세
tcC4ukduCP7-LGj4aJL2Aw,0,4.81333,4.93333,4.86667,4.80000,15,0,브런치
tcDK0upDtQNMpbeUozBCXA,0,4.83961,4.82126,4.90338,4.87440,207,30,와인바
TckLpzmv3vPmmNwLjyif0g,0,4.77500,4.50000,5.00000,4.91667,12,4,이자카야
TcXFO_v0k42I5We8LqP3IQ,0,4.95000,5.00000,4.83333,5.00000,6,3,스시오마카세
tCXqoP72scNbKwqcwOyVNw,0,4.86953,4.84767,4.93728,4.87634,279,36,이탈리아음식
tdC6TB9x9UzqLJvzPri0oQ,0,4.62031,4.67188,4.60938,4.68750,64,9,카페 디저트
TdGcFA0JY4QJAInLIlrOcw,0,4.61363,4.79384,4.57227,4.57346,844,15,스시오마카세
TdMRpRQDsStN2sevtpF-7Q,0,4.57031,4.58594,4.57031,4.69531,128,4,한식
tDOYK_3fszvIyOb72A7JSA,0,5.00000,5.00000,5.00000,5.00000,6,1,다이닝바
tdX0N9CKVd9fYTa7xFj_IQ,0,4.65435,4.73913,4.69565,4.56522,46,0,소고기구이
tEgLzpc2aXPR_hJ-xbdh2w,0,4.51923,4.30769,4.73077,4.61538,26,6,다이닝바
teI3WLbqdSVMb0SverGkHQ,0,4.84913,4.89565,4.86957,4.85217,230,19,소고기구이
TF1pRDJmeP_aSetOLA6bMQ,0,4.50833,4.75000,4.41667,4.41667,12,0,돼지고기구이
tfBXxeIMgO_EauLVivL7CA,0,4.94028,4.93056,4.97222,4.95833,72,9,다이닝바
tfCFM2GKTMgw0UlWqMmdcw,0,5.00000,5.00000,5.00000,5.00000,1,1,칵테일 위스키
tFmjQd_54pLhT0ZQ0ihu-A,0,4.56717,4.57323,4.47475,4.76894,792,29,일식
tFwPpQC0PooCWXzuwV-9LA,0,4.85628,4.85830,4.88664,4.89474,247,2,스시오마카세
tg8KIG7aCZBY_onkP5vJOw,0,4.94410,4.93168,4.97516,4.96894,161,7,다이닝바
TgdqdvK4tx1ipytPfrFEKA,0,5.00000,5.00000,5.00000,5.00000,9,0,가이세키오마카세
tGhfOE91FsC6ukC9G-bnNw,0,4.39948,4.30842,4.40120,4.61598,582,26,이탈리아음식
TgHGnRtP4E3-rPOsZbPP-w,0,4.67320,4.71685,4.66989,4.70856,362,9,프랑스음식
tgIH1H8UXBLv_z2oArd1DA,0,4.97778,5.00000,5.00000,5.00000,9,2,프랑스음식
TGmAMJvA85xucpQ6310w5Q,0,4.73929,4.71429,4.78571,4.78571,28,0,스시오마카세
tGrPH9m6Yx_vAjtPeyAOIA,0,4.72456,4.57895,4.78947,4.85965,57,3,다이닝바
tGU0gYnQXODdNNWK031zpw,0,4.47268,4.56071,4.49325,4.44435,593,11,퓨전음식
tgX_SfRA0gg0btzpgUnpQg,0,4.66532,4.70721,4.65315,4.72523,222,16,한우오마카세
Th6_zqCCDaVvDp0dYfX-IA,0,4.20988,4.24074,4.22222,4.25309,162,2,이탈리아음식
Thelt_HOouRx25a6sxfg9A,0,5.00000,5.00000,5.00000,5.00000,2,0,소고기구이
tHhjBWy_cAeDOoebmCxkYw,0,4.94118,5.00000,5.00000,4.85294,34,2,이자카야
thQx7fce46aUFedNK4ATTA,0,4.76000,4.40000,5.00000,5.00000,5,0,일식
thw2GucqrByyL9XtcUsBjg,0,4.54211,4.60526,4.43421,4.63158,76,1,장어요리
tikbtRHU625mvtwL6t7KWw,0,4.72708,4.77083,4.83333,4.70833,48,1,다이닝바
tIR7agjB6wfj0FnVvQY-TQ,0,4.64688,4.75000,4.56250,4.75000,32,1,돼지고기구이
TIX-pWK_s3HHXKC6Gc4yTw,0,4.62754,4.56522,4.66667,4.71014,69,10,다이닝바
Tj_lm6IKRDR15O4sRsjHBA,0,4.80000,4.80000,4.80000,4.80000,5,1,파스타
tjgD5aMDR_f302hVuPJK8A,0,4.89091,4.93939,4.96970,4.84848,33,4,와인
TJjZfOtDDf81CjAXcP8mmg,0,3.88750,4.06250,3.68750,4.18750,16,3,퓨전음식
tJmlVQu7T9TjYSKZL6yEAQ,0,4.60265,4.63327,4.62004,4.66919,529,17,다이닝바
tJqUp_5knJ92ircd5khEMA,0,4.92941,5.00000,4.88235,5.00000,17,1,일식
TkB1kxTNHJL7jaE5oVyTCw,0,3.15000,3.00000,3.50000,3.00000,2,0,이탈리아음식
TkDM9-Ou_h6pSK4midndzg,0,4.77846,4.90566,4.84591,4.68082,636,12,돼지고기구이
TkFJ1UtE9jWxLxHcV9Jq-w,0,4.47333,4.40000,4.53333,4.60000,15,8,베지테리안/비건
TKOhJ5XZz11oSejIhOqeIg,0,4.91250,5.00000,5.00000,4.87500,8,1,중식
TkPSu1pWY3rnX00aIs45Ow,0,4.60000,4.50000,4.83333,4.66667,6,0,일식
TKqW6RiAB-Q-vXk9fmd0nQ,0,4.26000,4.60000,3.80000,4.60000,5,1,인도음식
tkSQtshgAWUxJh6ex-k4aQ,0,4.90667,4.83333,4.90000,5.00000,30,1,양고기
TL8etPs5bTleU9QoYfPQjA,0,4.54581,4.50920,4.51943,4.67689,489,17,이탈리아음식
tlfDQ0yTF_YBofkuyvadVQ,0,4.75938,4.75000,4.87500,4.71875,32,2,일식
TlfE6DK1lm3KXjyI0sE-1g,0,4.58403,4.74370,4.60924,4.52521,119,0,한정식
tLfQeQ-2F0MAw7zjo3d-jQ,0,4.34790,4.49790,4.27521,4.40546,238,22,일식
Tm7xtf6La-Y-rKkzGfflQA,0,4.77901,4.79012,4.81481,4.77778,81,1,육류 고기요리
tMbSKQ6oaSWgKcgyjVrH7Q,0,4.96560,4.97052,4.99263,4.96314,407,26,한우오마카세
TmcLOhOhpWswkRgioxBM5Q,0,4.07692,4.00000,4.15385,4.15385,13,0,중식
tmu8vzzwYE8NJG9zu2Y6KQ,0,4.04000,4.40000,3.70000,4.10000,10,1,와인
tn_5fn_joqAi0dBf4Mrf1Q,0,4.08333,4.23333,4.03333,4.00000,30,1,이탈리아음식
tn0H_XeJxt7f_2_vvZTEtQ,0,4.98235,4.94118,5.00000,5.00000,17,0,칵테일 위스키
tN3i3uPpZkJBtAU_CioupQ,0,4.61501,4.60309,4.57102,4.74742,873,37,와인
TNNOSs_uMGkBztzELlbTsQ,0,3.92727,3.81818,3.81818,4.18182,11,0,요리주점
Tnv_suCHoh4jCrxoxSiI5Q,0,4.22500,4.50000,4.25000,4.25000,4,1,돼지고기구이
TnWUbAwc6P_lGP-42xl46Q,0,4.61352,4.63115,4.63525,4.70492,244,16,소고기구이
to6CGC0esI9ju1mK6DiIJg,0,4.64875,4.61946,4.68690,4.71965,519,69,다이닝바
TOBtIzsnkQ2gO2T76gnwSQ,0,4.78214,4.79762,4.84524,4.77381,84,6,야키토리
TOi1UXDxMPlsdxcm67FaYA,0,4.65202,4.68687,4.68182,4.66667,198,6,코스요리
ToJTGdVGMeU5wrTUBx2Rvw,0,4.12364,4.12727,3.85455,4.50909,55,1,한식
Ton1iK5ghPAhhS9oAHW0LQ,0,4.68333,4.75000,4.66667,4.75000,12,2,이자카야
tONq3TfPRbpX7gaDYrrm5w,0,4.92500,4.75000,5.00000,5.00000,4,0,한식
tOqzb1h4g9dAntqxKNeX9w,0,3.74615,3.76923,3.84615,3.84615,13,1,브런치
tP1yKM03Yznko-_Wdwyy-Q,0,4.59167,4.75000,4.58333,4.75000,12,1,중식
TPB7bNNTpphOy2Js6ozDMw,0,4.63810,4.71429,4.57143,4.71429,21,0,육류 고기요리
TpBQp4IAayEQiWhs9WfIbw,0,4.53100,4.58401,4.56607,4.53181,613,32,스시오마카세
TPjThiv-BNRKxkvsc3ec1Q,0,4.86190,4.90476,4.85714,4.85714,21,0,이탈리아음식
tpK4X8QfNzTLdTyOEZfS3Q,0,4.38889,4.69444,4.47222,4.13889,18,2,소고기구이
TPnGhgxoo2Og_JuiJ8Dy4A,0,4.96250,5.00000,5.00000,4.87500,8,0,유러피안음식
TpnxifEsdXYq4Vr_c-ZmFA,0,4.70000,4.73333,4.93333,4.73333,15,6,다이닝바
TpSGUH3H415xjyMVtJx-ww,0,4.22639,4.25694,4.22917,4.27083,72,1,소고기구이
tPwUwQrAjiv4WFefr59gTw,0,4.89565,5.00000,5.00000,4.69565,23,1,복어요리
TQ313JBvkFMepqGbs3HKPw,0,4.42252,4.55856,4.40721,4.41982,555,10,소고기구이
tqhrlc2g9YWCCdhBy8D5nw,0,4.73713,4.72455,4.77246,4.80838,167,12,야키토리
Tqnd56CcXkgBNVjc9Y5yQQ,1,4.87588,4.88508,4.91902,4.87730,1414,26,다이닝바
tqS-cdWZhEKoOMc6jSplyA,0,4.93333,5.00000,5.00000,5.00000,3,0,한식
TRdkvTXOUsdgrsfmcVFqLw,0,4.88902,4.86585,4.93902,4.91463,82,7,다이닝바
tRfNfEO4zcoPiMW85GUqIA,1,4.76619,4.80064,4.79107,4.76715,627,93,스시오마카세
TrJgr7ntjCLXJQsAGAzIcA,0,4.88667,5.00000,4.86667,4.93333,15,0,닭 오리요리
TRJx5d5U_5CY5MKZDQgd7w,0,3.95000,3.87500,4.25000,4.00000,8,2,카페 디저트
trk4I5ZGIU0c6nZ4zc5gmw,0,3.70000,3.75000,4.00000,3.50000,4,0,한식
TrQ7_HfaFQO8nHjx09N2Bg,0,4.76250,4.62500,4.75000,5.00000,8,2,파스타
trZcS7fvpQRa5H3FnqGJjA,0,4.23684,4.51754,4.06725,4.28947,171,4,육류 고기요리
TsfgJI88dLPzrp68C5IIpw,0,4.60710,4.68611,4.56440,4.65264,986,12,샤브샤브
tSnDX-XshVP81s78rdL6Mg,0,4.72174,4.82609,4.78261,4.62319,69,4,이자카야
TSYnlBbpL5JfXe-WR17JOA,0,4.80000,4.80000,4.80000,4.80000,5,1,뷔페
tt_zA6sqoc-QP5LsvWpNJA,0,4.52297,4.51351,4.48649,4.70270,74,6,와인
tT1TN6gCCVtFyMDkEWlA-Q,0,4.69298,4.71739,4.70401,4.71739,299,9,스시오마카세
tt4HwFXohu4nzVPGlYQ-ZQ,0,4.47143,4.28571,4.64286,4.57143,14,2,이탈리아음식
tt5SkjmeJXpEg83fUyrhow,0,4.87674,4.91473,4.90698,4.89922,129,6,일식
ttbVjcWKX_FDFb48JTV7Tw,1,4.47409,4.32670,4.49877,4.69985,2034,991,다이닝바
TTjuZkwBuiNkpjynMoO7fg,0,4.98276,5.00000,5.00000,4.96552,29,1,다이닝바
ttkVnX4GYimtaYPfeyvs1g,0,4.34000,4.20000,4.40000,4.40000,5,1,파스타
TTom5MEgk1qK0No2i3Qw-Q,0,4.02500,4.00000,3.95000,4.35000,20,0,참치회
ttre0BQKWWvsKdo2N-FDXw,0,4.26306,4.40991,4.25225,4.31532,222,24,일식
ttSiY_qM2x1qYnq295Yi8g,0,4.73922,4.78443,4.78743,4.72156,334,4,한우오마카세
tTUNgOtGUosYAxSvCsqWoA,0,4.91250,5.00000,5.00000,4.87500,8,3,소고기구이
TUC62eWYqhL3XQv729ROLA,0,4.71250,4.62500,4.75000,4.75000,8,2,일식
TuHISea9HfK4aBOeDM8M3w,0,4.59170,4.62451,4.62846,4.59684,253,4,파스타
TV6KeuK01SaAW-2mJHLGxg,0,4.80591,4.79536,4.86709,4.80380,237,31,일식
TVw1AMNU_EjF-rdWqNMS1Q,0,4.66189,4.68584,4.72618,4.63004,1165,49,파스타
twJ8AaVyeVPL3v49mKy1Jg,0,4.47407,4.44444,4.55556,4.55556,27,1,중식
TWKkdCK-G4_S53X093EKhA,0,4.43750,4.50000,4.37500,4.50000,8,1,해물 생선요리
TwRmhHpi9-opJcDS_O6NGA,0,4.01100,3.93471,4.03436,4.24055,291,7,브런치
tww_QjZ0jwaHnuHwZD0y3A,0,4.34836,4.45628,4.20492,4.51366,366,25,이자카야
tX_dgZAugiPwuStLgAaVyQ,0,4.62609,4.55280,4.64596,4.78261,161,27,한식
Tx-pY1ESVEVJJqwNoD4xOw,0,4.58175,4.56349,4.61111,4.65873,126,6,해물 생선요리
txfFVktYuHtfHjp27aV1Dg,0,4.93297,4.97253,4.92857,4.92308,182,2,스시오마카세
TYgqa5HLRHz5pqQfqwNb5Q,1,4.85749,4.85740,4.87274,4.88628,1108,29,스시오마카세
TYlqckWL4-uWeUDe-NmExg,0,4.75767,4.76979,4.81018,4.76979,619,49,스시오마카세
TytclcbWNnzbQzRRKrJiUA,0,4.84000,5.00000,4.60000,5.00000,5,1,중식
tYy5xUl4H_7K7M03iSjUpQ,0,4.50238,4.57143,4.42857,4.57143,42,4,유러피안음식
Tz4eT97njbMnepr3D3H7Ew,0,4.62822,4.73432,4.65182,4.56766,606,32,다이닝바
Tzi44XdKtEjPe2X801ysvQ,0,4.07170,4.39623,4.05660,3.84906,53,0,소고기구이
TzjKxdnqF-T_sDY8o7WeJw,0,4.55714,4.60714,4.67857,4.60714,28,0,스시 초밥
TZMmK_8NCeEs-NiO9sEWjQ,0,4.69412,4.80147,4.75000,4.63235,136,5,스시오마카세
tzpUB89hvVn0K5qyuMCBbA,0,4.90000,4.85000,4.90000,4.95000,20,1,피자
U_AIBPSyjgI1UVrS7qGDig,0,4.83636,4.77273,4.95455,4.95455,11,0,이탈리아음식
u_uO906imtjroeNb_vpplg,0,4.50476,4.57143,4.45238,4.54762,42,5,일식
U-_u1V85BcciY49Ho_AMpw,0,4.79524,4.77778,4.82540,4.84127,63,2,칵테일 위스키
u-49e3vkb-TVQidIMahBRw,0,4.92270,4.91489,4.94326,4.95035,141,14,코스요리
U-aaV1JfpQOjMNFnN_tBxw,0,4.85556,4.94444,4.88889,4.83333,18,7,바베큐
U09oM-M3EfotDWQwJAE0VA,0,3.87209,4.08140,3.84884,3.91860,43,1,이탈리아음식
U0FqZiAlANGf89HZCn7rbw,0,4.85556,4.88889,4.88889,4.77778,9,0,닭 오리요리
U0JiMe_7lFjwOI-AUVAUsw,0,4.93000,4.95000,4.95000,4.95000,20,2,와인
U0JsusA0-phGyL0zh_pM7A,0,4.36364,4.27273,4.45455,4.45455,11,2,회 사시미
u0LsquLKhhUCVyVq_AYDvA,0,4.79561,4.73659,4.84390,4.86341,205,10,스테이크 립
U0NG7m60cVUXbtM_uG4SyA,0,4.94000,5.00000,5.00000,4.80000,5,1,참치회
u0uF5O9uFSdDaiRXClrzEw,0,3.64167,3.75000,3.66667,3.58333,12,0,소고기구이
u14mskPXzt_oSl9_c4y4UQ,0,4.40000,4.50000,4.50000,4.50000,2,0,브런치
U2AW0BXtzq2lwGsuFzUKWQ,0,4.82891,4.84668,4.89049,4.80663,799,62,한우오마카세
U2aWIm9xXePuIr-IFcCYjw,1,4.79382,4.81180,4.81180,4.81180,178,30,다이닝바
u2O66E8kkhR1pLLSGlhe5w,0,4.58000,4.53333,4.80000,4.46667,30,6,뷔페
U2S2Ew2JWqkFRkhZxg_MDw,0,4.84568,4.86420,4.86420,4.83951,81,2,이자카야
U2VN_L1TrvwYTt2XVH1Wog,0,4.19219,4.29167,4.18229,4.19792,192,8,소고기구이
u3swfhDy_JM8r6DLwDPfIw,0,4.90048,4.92308,4.92788,4.90385,208,7,일식
U3W5yEFL5Dj9fD3PwMG9cg,0,4.69474,4.73684,4.68421,4.78947,19,2,유러피안음식
U43oCTIiC1GgXFszEiLsEA,0,5.00000,5.00000,5.00000,5.00000,1,0,회 사시미
u46JJDGNMEIG70CTH4Oing,0,5.00000,5.00000,5.00000,5.00000,28,1,이자카야
U4M7zqkd56FjEu6xBcIeMg,0,4.44960,4.59200,4.50400,4.39200,125,13,한식
U4MyK7FtguJpeszOr088Og,0,4.69000,4.50000,4.80000,4.80000,10,1,중식
U5CIsZjBKHuahInUpDgzGQ,0,4.60549,4.65385,4.60989,4.62088,91,4,육류 고기요리
u5fQA-a21pYHU2hCj3pCKQ,0,4.63818,4.70000,4.70000,4.60909,55,3,다이닝바
U5urw0_V18ryaNiPrcjmBA,0,4.68217,4.70282,4.72214,4.72660,673,24,스시오마카세
U6-uL_L8_eQi8mIwhEBw_w,0,4.55223,4.56214,4.59126,4.59320,515,59,컨템포러리
U65PlLGkxR5WquXCQYQtrg,0,4.53698,4.58284,4.47929,4.60651,338,11,소고기구이
U6DseIQUQ0Qe2CQwExYxNA,0,4.37377,4.43443,4.29508,4.46721,122,7,이자카야
u6muwzJByYIoHYSiU9JEQw,0,4.45690,4.51293,4.56034,4.39224,232,8,해물 생선요리
u7miVrTWvuS1NV_Mbfs1lw,0,3.94286,3.98016,3.91667,4.04365,126,1,중식
U8yqBNc381uq8gn1jqaeXg,0,4.93469,4.97959,4.93878,4.91837,49,1,이탈리아음식
UA5xpg9DRjWUk-UYrM_ODg,0,4.35896,4.50100,4.34163,4.37151,502,8,이탈리아음식
Ua75bVyhrM8Y2d7nOTreuw,0,4.92778,4.94444,4.94444,4.88889,18,2,요리주점
UafkQxpXO7_BJuO0wSWI2Q,0,4.87963,4.87037,4.90741,4.90741,108,12,다이닝바
UAMNUf4T2v_5tyxFfVUGbg,0,4.70000,4.90000,4.80000,4.60000,10,1,쿠시아게오마카세
UApRLuT5pCI6N5zy01oSfw,0,4.73038,4.75949,4.64557,4.81013,79,1,소고기구이
UAynKqAi1DMZuoEF2vvUPw,0,4.61533,4.64333,4.62667,4.66000,300,9,닭 오리요리
uAZlG7_IYLQkV1KhMTqQDA,0,4.38591,4.31215,4.44337,4.53315,724,3,아메리칸음식
uBEArDaGS0o0iAnJayTNMw,0,4.33750,4.25000,4.62500,4.50000,8,2,이탈리아음식
UbGLJ52ctpsUT82oWUFuLg,0,4.50000,5.00000,4.50000,4.00000,2,1,소고기구이
UBhNkTv3x8dinXvCVf4ECw,0,4.74135,4.68269,4.74038,4.87500,104,8,칵테일 위스키
UBJuOVcqCHcn7CsmKVJ_Ow,0,4.62610,4.68475,4.60982,4.67959,387,20,일식
uBJW-gmOfge4ctCO4rJoGg,0,4.74712,4.77163,4.76683,4.76202,208,10,일식
UbLPZBkRmTMvDgEGG2_ooQ,0,4.32500,4.25000,4.75000,4.25000,4,0,소고기구이
UBwVwfTzfcK4_O6tn_5XHw,0,5.00000,5.00000,5.00000,5.00000,14,2,한식
uc2AcBnCaxqy7aN5Aw1jEA,0,4.66560,4.59800,4.71000,4.78000,500,14,프랑스음식
UCCciM-VDP1_C_HlR0dfBw,0,4.03125,4.06250,4.06250,4.12500,64,6,브런치
UcDn9JEILHiqXO1SqipbLA,0,4.78512,4.93388,4.80992,4.64463,121,6,소고기구이
UcGkg5IFQhTFVtD38Pvk6g,0,4.80629,4.76730,4.88050,4.83019,159,31,다이닝바
UCnhkMsY7eUg6VJc02U9kg,0,5.00000,5.00000,5.00000,5.00000,1,0,회 사시미
uCTm7zyYN2uUarrZPK1BFQ,0,4.83500,4.85000,4.90000,4.77500,80,0,다이닝바
Uda333JvMQP4ghRWQ8EEug,0,4.89429,4.91429,4.94286,4.88571,35,1,소고기구이
udcJjulnn9RIiw-0yXczkg,0,4.63800,4.67000,4.65000,4.68000,100,13,이자카야
UDcnzl_ddJgeA8dskrrXVw,0,4.81100,4.86124,4.86603,4.76077,209,31,브런치
uDCWXH4XeJcBItCY0dnVCw,0,4.79148,4.80702,4.83709,4.77193,399,17,이탈리아음식
UdDRl18_RHygb39oClf-dQ,0,5.00000,5.00000,5.00000,5.00000,2,1,칵테일 위스키
UDhePpuZXL1L9mK3mtP-vQ,0,4.50516,4.51643,4.56808,4.53991,213,16,기타 오마카세
UDhS2FpnnWiBxB0wG6malg,0,4.64095,4.76190,4.63810,4.64762,105,2,브런치
uDlDX2k5ZrY-_9047ZL-PA,0,4.31224,4.35714,4.25510,4.45918,49,3,이탈리아음식
udqhljQcvMFqFAn8otjVNw,0,4.97037,4.96296,5.00000,4.96296,27,2,칵테일 위스키
uDScdrzJXHGX22QvO8QviQ,0,4.79574,4.80851,4.89362,4.74468,47,3,육류 고기요리
udTnyA-MOXcQvTFV_iqtYA,0,4.30000,4.00000,5.00000,5.00000,1,0,일식
uDW4H1JgcOSQnKOYBbHRBQ,0,4.72857,4.89683,4.75397,4.62698,63,1,양고기
